Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20160070,21220,2016,2/12/2016 8:00 AM,39055,"JP ENERGY PERMIAN, LLC",SILVER DOLLAR PIPELINE ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,CROCKETT,TX,30.942414,-101.357894,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,8,,8,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,300,0,5000,2000,0,7300
20160071,21221,2016,2/12/2016 1:29 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,,HENRY,IA,41.11988,-91.647847,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.29,0,0,0.29,NO,NO,YES,2/12/2016 13:29,2/14/2016 17:45,0,,,,,,,,,,,,,4080,12,0,0,0,0,4092
20160072,21222,2016,2/12/2016 7:45 PM,32450,"ROADRUNNER PIPELINE, L.L.C.",ROADRUNNER RECEIVING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,"NEAR SUNDOWN, TEXAS",HOCKLEY COUNTY,TX,33.40752,-102.44847,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,34,,20,14,NO,NO,YES,2/12/2016 17:30,2/13/2016 0:20,0,,,,,,,,,,,,,5000,900,0,1000,5000,0,11900
20160078,21652,2016,2/14/2016 8:05 AM,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,CUSHING CENTRAL TERMINAL,ONSHORE,TANK,CRUDE OIL,,,CUSHING,PAYNE,OK,35.94596,-96.76296,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,152,,152,0,NO,NO,NO,,,0,,,,,,,,,,,,,62000,5300,0,80000,40000,0,187300
20160077,21232,2016,2/14/2016 9:00 AM,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.07073,-96.47442,CORROSION,INTERNAL,195,,175,20,NO,NO,YES,2/14/2016 9:04,2/14/2016 15:42,0,,,,,,,,,,,,,5000,520,0,6500,35000,0,47020
20160073,21894,2016,2/16/2016 6:45 AM,39191,CONSOLIDATED EDISON CO OF NY,FUEL OIL PIPELINE #2,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LONG ISLAND CITY,QUEENS,NY,40.759869,-73.944998,CORROSION,EXTERNAL,249,,249,0,NO,NO,YES,2/16/2016 6:52,11/3/2016 16:00,0,,,,,,,,,,,,,848137,18824,0,0,225000,0,1091961
20160076,21334,2016,2/16/2016 12:05 PM,31045,"GENESIS PIPELINE USA, L.P.",MARTINVILLE TO GWINVILLE JCT.,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MAGEE,SIMPSON,MS,31.870006,-89.678549,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,330,,300,30,NO,NO,YES,2/16/2016 11:36,3/9/2016 15:00,0,,,,,,,,,,,,,19495,10560,0,1800000,0,0,1830055
20160067,21804,2016,2/16/2016 2:30 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",SIOUX FALLS TERMINAL ,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,SIOUX FALLS,MINNEHAHA,SD,43.54566,-96.79346,NATURAL FORCE DAMAGE,TEMPERATURE,31,,31,0,NO,NO,NO,,,0,,,,,,,,,,,,,118000,1300,0,63820,0,20000,203120
20160080,21651,2016,2/16/2016 5:35 PM,31476,ROSE ROCK MIDSTREAM L.P.,"ARLINGTON JUNCTION TO CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,,KINGMAN,KS,37.680384,-98.428468,CORROSION,INTERNAL,15,,15,0,NO,NO,YES,2/16/2016 17:35,2/18/2016 7:30,0,,,,,,,,,,,,,8000,250,0,2500,12000,0,22750
20160065,21519,2016,2/17/2016 10:30 AM,32147,MARATHON PIPE LINE LLC,MARTINSVILLE - LIMA 22 INCH CRUDE ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ROSEDALE,PARKE,IN,39.632574,-87.284057,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,,0.5,0,NO,NO,YES,2/17/2016 10:33,2/17/2016 18:06,0,,,,,,,,,,,,,9000,9,0,1500,0,0,10509
20160082,21243,2016,2/17/2016 11:35 PM,26085,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,TANK,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.938355,-96.740879,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,,0,0,NO,NO,NO,,,0,,,,,,,,,,,,,140000,0,0,0,0,0,140000
20160079,21237,2016,2/18/2016 7:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,YSCLOSKEY PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,BELLE CHASE,PLAQUEMINES,LA,29.7961139,-90.0150778,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,0,0,0.1,YES,NO,NO,,,0,,,,,,,,,,,,,0,1,0,0,0,0,1
20160083,21248,2016,2/19/2016 9:00 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CANJ 1201,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.59064,-74.21945,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.8,,0.8,0,NO,NO,YES,2/19/2016 9:00,2/19/2016 18:00,0,,,,,,,,,,,,,1000,0,0,0,5000,0,6000
20160084,21249,2016,2/20/2016 1:00 PM,1845,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,LINDEN,UNION,NJ,40.61154,-74.24035,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,,0.6,0,NO,NO,NO,,,0,,,,,,,,,,,,,5000,0,0,3600,2000,0,10600
20160075,21409,2016,2/22/2016 7:30 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,CUSHING EAST TERMINAL,ONSHORE,TANK,CRUDE OIL,,,CUSHING,LINCOLN,OK,35.940183,-96.745663,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,10500,15,0,0,0,0,10515
20160086,21526,2016,2/22/2016 11:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,C158,ONSHORE,UNDERGROUND,CRUDE OIL,,,HEALDTON,CARTER,OK,34.2021,-97.49,CORROSION,EXTERNAL,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,20000,0,0,1500,1500,0,23000
20160087,21674,2016,2/22/2016 12:25 PM,39149,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BAYONNE,HUDSON,NJ,40.66506,-74.10953,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",359,,300,59,NO,NO,NO,,,0,,,,,,,,,,,,,112565,14903,2000000,10000,500000,0,2637468
20160089,21261,2016,2/22/2016 4:00 PM,31555,KINDER MORGAN CO2 CO. LP,YELLOW JACKET VALVE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,,CORTEZ,MONTEZUMA,CO,37.471,-108.7912,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,223,3533,0,223,NO,NO,YES,2/22/2016 17:16,2/22/2016 17:33,0,,,,,,,,,,,,,130,9345,0,0,0,0,9475
20160085,21637,2016,2/23/2016 1:15 AM,1845,"BUCKEYE PARTNERS, LP",PY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PAULSBORO,GLOUCESTER,NJ,39.846715,-75.256348,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,4.76,,4.12,0.64,NO,NO,YES,2/23/2016 1:15,2/27/2016 0:00,0,,,,,,,,,,,,,65800,180,0,76000,88943,0,230923
20160090,21518,2016,2/23/2016 8:58 PM,14145,"OHIO RIVER VALLEY PIPELINE, LLC",OHIO RIVER VALLEY SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,HOLMES COUNTY,OH,40.4840972,-81.9952417,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,150,,125,25,NO,NO,YES,2/23/2016 20:58,3/9/2016 9:20,0,,,,,,,,,,,,,600,4500,100,1125861,0,0,1131061
20160088,21494,2016,2/24/2016 3:58 AM,3445,DIXIE PIPELINE COMPANY LLC,MONT BELVIEU TO APEX (MAINLINE),ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,SULPHUR,CALCASIEU,LA,30.26667,-93.38114,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,4950,0,0,4950,YES,YES,YES,2/24/2016 3:09,2/29/2016 16:15,1,,,,,,,,,,,,,500000,81860,2000,5000,5000,0,593860
20160118,21625,2016,2/24/2016 10:00 AM,39149,IMTT-BAYONNE,IMTT,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BAYONNE,HUDSON,NJ,40.6581344,-74.10840926,CORROSION,INTERNAL,0,,0,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,4000,0,100000,104000
20160119,21917,2016,2/24/2016 10:00 AM,39149,IMTT-BAYONNE,IMTT,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BAYONNE,HUDSON,NJ,40.65728842,-74.11015157,CORROSION,INTERNAL,0,,0,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,4000,0,100000,104000
20160081,21650,2016,2/24/2016 2:10 PM,31476,ROSE ROCK MIDSTREAM L.P.,"ARLINGTON JUNCTION TO CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,,KINGMAN,KS,37.680384,-98.428468,CORROSION,INTERNAL,238,,238,0,NO,NO,YES,2/24/2016 14:10,2/26/2016 15:00,0,,,,,,,,,,,,,16420,2460,0,2500,12000,0,33380
20160093,21696,2016,2/26/2016 6:50 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,,WASHINGTON,IA,41.258087,-91.792114,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.27,0,0,0.27,NO,NO,NO,,,0,,,,,,,,,,,,,2500,11,0,500,2000,0,5011
20160094,21520,2016,2/28/2016 4:33 PM,39013,TESORO SOCAL PIPELINE COMPANY LLC,T2,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,LONG BEACH,LOS ANGELES,CA,33.77596,-118.213997,INCORRECT OPERATION,INCORRECT VALVE POSITION,30,,30,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,1200,0,5000,0,0,6700
20160095,21504,2016,2/29/2016 2:00 PM,2552,COLONIAL PIPELINE CO,LINE 01,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,UNINCORPORATED GWINNETT COUNTY,GWINNETT,GA,33.975062,-83.898977,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",13.71,,13.71,0,NO,NO,YES,2/29/2016 11:03,3/1/2016 14:38,0,,,,,,,,,,,,,50000,353,25000,275000,497000,0,847353
20160074,21229,2016,2/29/2016 8:15 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT TERMINAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,BEAUMONT,JEFFERSON,TX,30.013719,-94.053796,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,5,0,0.2,NO,NO,NO,,,0,,,,,,,,,,,,,500,2,0,0,0,0,502
20160097,21284,2016,3/3/2016 9:15 AM,18718,SUNOCO PIPELINE L.P.,CENTER TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CENTER,SHELBY,TX,31.79747,-94.14222,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,,0,0.24,NO,NO,YES,3/3/2016 13:18,3/3/2016 16:01,0,,,,,,,,,,,,,5000,30,0,1000,1200,0,7230
20160101,21609,2016,3/5/2016 10:20 AM,1845,"BUCKEYE PARTNERS, LP",GUTHSVILLE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,ALLENTOWN,LEHIGH,PA,40.620667,-75.570108,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.23,,0.23,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,0,0,3000,12800,0,16800
20160092,21276,2016,3/6/2016 4:45 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU TO CARTHAGE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,CARTHAGE,PANOLA,TX,32.18726,-94.25998,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,0,0,0.2,NO,NO,YES,3/6/2016 4:55,3/6/2016 6:20,0,,,,,,,,,,,,,50,25,0,0,0,0,75
20160102,21829,2016,3/7/2016 1:15 PM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK WEST WINFREE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MT. BELVIEU,CHAMBERS,TX,29.845934,-94.908022,INCORRECT OPERATION,INCORRECT INSTALLATION,4.8,0,0,4.8,NO,NO,YES,3/7/2016 13:15,3/7/2016 13:30,0,,,,,,,,,,,,,25,200,0,0,0,0,225
20160105,21345,2016,3/8/2016 10:26 PM,31174,"SHELL PIPELINE CO., L.P.",CARNERAS TANK FARM,ONSHORE,TANK,CRUDE OIL,,,,KERN,CA,35.529177,-119.808998,CORROSION,EXTERNAL,0.14,,0.14,0,NO,NO,NO,,,0,,,,,,,,,,,,,990000,0,0,9000,1000,0,1000000
20160107,21300,2016,3/9/2016 9:15 AM,31957,KINDER MORGAN WINK PIPELINE LLC ,MASON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ORLA,REEVES,TX,31.8029,-103.81378,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,,0.24,0,NO,NO,YES,3/9/2016 8:10,3/9/2016 9:33,0,,,,,,,,,,,,,0,9,0,0,0,0,9
20160108,21301,2016,3/10/2016 5:25 PM,1845,"BUCKEYE PARTNERS, LP",NL602LY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BROOKLYN,BROOKLYN,NY,40.657443,-73.899931,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2,,0,2,NO,NO,YES,3/10/2016 17:25,3/11/2016 16:19,0,,,,,,,,,,,,,0,119,0,60788,0,0,60907
20160106,21790,2016,3/10/2016 8:22 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,,WASHINGTON,IA,41.187143,-91.70938,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.74,0,0,1.74,NO,NO,NO,,,0,,,,,,,,,,,,,4500,75,0,200,500,0,5275
20160103,21483,2016,3/11/2016 8:30 AM,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,CUSHING NORTH TERMINAL,ONSHORE,TANK,CRUDE OIL,,,CUSHING,PAYNE,OK,35.9585,-96.75978,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.48,,0.48,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,20,0,10400,1080,0,12000
20160109,21508,2016,3/11/2016 2:30 PM,30755,CITGO PRODUCTS PIPELINE CO,LAKEMONT PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,LIQUID PROPANE/PROPYLENE MIX / C3 MIX,,LIBERTY COUNTY,TX,29.977871,-94.811151,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.37,0,0,0.37,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,0,0,200000,200000
20160110,21739,2016,3/12/2016 2:00 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CLEARBROOK,CLEARWATER,MN,47.68973,-95.41198,CORROSION,INTERNAL,0.21,,0.21,0,NO,NO,NO,,,0,,,,,,,,,,,,,43184,0,0,3344,0,0,46528
20160111,21616,2016,3/14/2016 12:00 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,MANHATTAN TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MANHATTAN,WILL,IL,41.414332,-87.988991,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.23,,0.23,0,NO,NO,NO,,,0,,,,,,,,,,,,,12000,10,0,500,1200,0,13710
20160104,21296,2016,3/16/2016 1:44 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MONT BELVIEU TO MORGANS POINT LINE #1,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,BAYTOWN,HARRIS,TX,29.701113,-94.967825,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,8.3,0,0,8.3,NO,NO,NO,,,0,,,,,,,,,,,,,400,350,0,0,0,0,750
20160096,21401,2016,3/17/2016 8:17 AM,2552,COLONIAL PIPELINE CO,EPES STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,EPES,SUMTER,AL,32.70464,-88.18612,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,,1.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,2250,68,0,65000,0,0,67318
20160116,21608,2016,3/18/2016 10:50 AM,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",STAMPEDE LATERAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,DIVIDE,ND,48.85108984,-103.02299412,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,150,,150,0,NO,NO,YES,3/18/2016 11:08,3/18/2016 15:57,0,,,,,,,,,,,,,50,6000,0,0,514000,0,520050
20160114,21901,2016,3/20/2016 9:17 PM,31684,PHILLIPS 66 PIPELINE LLC,WT-10 / PEP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,HOCKLEY,TX,33.787393,-102.520163,INCORRECT OPERATION,INCORRECT INSTALLATION,1.34,,1.34,0,NO,NO,NO,,,0,,,,,,,,,,,,,8000,50,0,150,11200,0,19400
20160117,21320,2016,3/21/2016 10:00 AM,300,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,TANK,CRUDE OIL,,,FORT LARAMIE,GOSHEN,WY,42.20813,-104.51255,CORROSION,INTERNAL,0.64,,0.64,0,NO,NO,YES,3/21/2016 10:05,3/23/2016 12:00,0,,,,,,,,,,,,,11000,20,0,7000,5000,0,23020
20160115,21858,2016,3/21/2016 7:20 PM,22610,"MAGELLAN PIPELINE COMPANY, LP","ALEXANDRIA-GRAND FORKS #1-6"" PIPELINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,HARWOOD,CASS,ND,46.9803,-96.88275,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,20,,20,0,NO,NO,YES,3/21/2016 18:50,3/25/2016 17:35,2,,,,,,,,,,,,,15000,1200,0,585468,0,52641,654309
20160112,21311,2016,3/22/2016 6:40 AM,32147,MARATHON PIPE LINE LLC,LIBERTY STATION ,ONSHORE,TANK,CRUDE OIL,,,LIBERTY,AMITE COUNTY ,MS,31.166,-90.7764,ALL OTHER CAUSES,UNKNOWN,0.1,,0.1,0,NO,NO,YES,3/22/2016 15:00,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
20160113,21613,2016,3/23/2016 10:30 AM,18092,"SFPP, LP",CONCORD STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CONCORD,CONTRA COSTA,CA,38.004227,-122.055465,CORROSION,INTERNAL,2.19,,2.19,0,NO,NO,NO,,,0,,,,,,,,,,,,,300,196,0,25000,0,0,25496
20160120,21325,2016,3/23/2016 11:30 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,BEAUMONT CRUDE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BEAUMONT,JEFFERSON COUNTY,TX,30.004722,-94.057583,INCORRECT OPERATION,INCORRECT EQUIPMENT,10,,10,0,NO,NO,YES,3/23/2016 11:30,3/28/2016 14:15,0,,,,,,,,,,,,,0,400,0,0,33000,0,33400
20160123,21964,2016,3/23/2016 7:39 PM,32412,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC",MAJORSVILLE TO HOUSTON,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,HOUSTON,WASHINGTON,PA,40.265185,-80.259891,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,29,28,0,29,NO,NO,YES,3/23/2016 19:40,3/25/2016 12:05,0,,,,,,,,,,,,,9000,1219,0,0,0,20000,30219
20160124,21560,2016,3/27/2016 8:50 AM,31672,"CHAPARRAL ENERGY, LLC",TEXOK CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,,OCHILTREE COUNTY,TX,36.4740589,-100.5947114,CORROSION,EXTERNAL,83,866,0,83,NO,NO,YES,3/27/2016 13:15,3/29/2016 20:00,0,,,,,,,,,,,,,15000,1500,1000,0,0,0,17500
20160127,21338,2016,3/28/2016 8:00 AM,300,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,TANK,CRUDE OIL,,,FORT LARAMIE,GOSHEN,WY,42.20813,-104.51255,CORROSION,INTERNAL,61,,61,0,NO,NO,YES,3/28/2016 8:00,4/8/2016 15:00,0,,,,,,,,,,,,,20000,2200,0,7000,40000,0,69200
20160126,21620,2016,3/28/2016 2:50 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",SIOUX CITY TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,SIOUX CITY,WOODBURY,IA,42.53743,-96.3568,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,10,,0.07,9.93,NO,NO,NO,,,0,,,,,,,,,,,,,40000,900,0,7000,29000,10000,86900
20160128,21615,2016,3/29/2016 8:30 AM,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,CUSHING NORTH TERMINAL ,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.95837,-96.754056,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,2.6,,2.6,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,105,0,5000,4400,0,10005
20160134,21349,2016,3/31/2016 5:00 AM,1960,BUTTE PIPELINE CO,BUTTE PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,PLATTE,WY,42.22588,-104.69196,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,6,,5,1,NO,NO,NO,,,0,,,,,,,,,,,,,5000,120,2000,500,1000,0,8620
20160122,21406,2016,3/31/2016 3:08 PM,39023,DOUBLE EAGLE PIPELINE LLC,GARDENDALE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CRUDE CONDENSATE,COTULLA,LA SALLE,TX,28.510104,-99.223506,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.9,,0.9,0,NO,NO,NO,,,0,,,,,,,,,,,,,3557,0,0,915,0,0,4472
